state,year,crime,rate,2015Y,2016Y,,
New England,2015,Murder,2.2,2034,1936.6,,
New England,2016,Murder,2,2034,1936.6,,
New England,2015,Rape,31.3,2034,1936.6,,
New England,2016,Rape,30.6,2034,1936.6,,
New England,2015,Robbery,65.5,2034,1936.6,,
New England,2016,Robbery,63.8,2034,1936.6,,
New England,2015,Assault,187.4,2034,1936.6,,
New England,2016,Assault,185.9,2034,1936.6,,
New England,2015,Burglary,314.5,2034,1936.6,,
New England,2016,Burglary,285.7,2034,1936.6,,
New England,2015,Larceny-theft,1312.4,2034,1936.6,,
New England,2016,Larceny-theft,1241.8,2034,1936.6,,
New England,2015,Motor vehicle theft,120.7,2034,1936.6,,
New England,2016,Motor vehicle theft,126.8,2034,1936.6,,
Connecticut,2015,Murder,3.2,2051.7,2035.2,,
Connecticut,2016,Murder,2.2,2051.7,2035.2,,
Connecticut,2015,Rape,22.3 ,2051.7,2035.2,,
Connecticut,2016,Rape,21.3 ,2051.7,2035.2,,
Connecticut,2015,Robbery,81.6 ,2051.7,2035.2,,
Connecticut,2016,Robbery,75.6 ,2051.7,2035.2,,
Connecticut,2015,Assault,114.3 ,2051.7,2035.2,,
Connecticut,2016,Assault,128.0 ,2051.7,2035.2,,
Connecticut,2015,Burglary,286.9 ,2051.7,2035.2,,
Connecticut,2016,Burglary,280.9 ,2051.7,2035.2,,
Connecticut,2015,Larceny-theft,"1,364.1 ",2051.7,2035.2,,
Connecticut,2016,Larceny-theft,"1,328.5 ",2051.7,2035.2,,
Connecticut,2015,Motor vehicle theft,179.3 ,2051.7,2035.2,,
Connecticut,2016,Motor vehicle theft,198.7 ,2051.7,2035.2,,
Maine,2015,Murder,1.7 ,"1,962.2 ","1,769.3 ",,
Maine,2016,Murder,1.5 ,"1,962.2 ","1,769.3 ",,
Maine,2015,Rape,34.7 ,"1,962.2 ","1,769.3 ",,
Maine,2016,Rape,30.9 ,"1,962.2 ","1,769.3 ",,
Maine,2015,Robbery,23.4 ,"1,962.2 ","1,769.3 ",,
Maine,2016,Robbery,20.0 ,"1,962.2 ","1,769.3 ",,
Maine,2015,Assault,70.0 ,"1,962.2 ","1,769.3 ",,
Maine,2016,Assault,71.3 ,"1,962.2 ","1,769.3 ",,
Maine,2015,Burglary,353.1 ,"1,962.2 ","1,769.3 ",,
Maine,2016,Burglary,300.6 ,"1,962.2 ","1,769.3 ",,
Maine,2015,Larceny-theft,"1,418.1 ","1,962.2 ","1,769.3 ",,
Maine,2016,Larceny-theft,"1,286.8 ","1,962.2 ","1,769.3 ",,
Maine,2015,Motor vehicle theft,61.2 ,"1,962.2 ","1,769.3 ",,
Maine,2016,Motor vehicle theft,58.2 ,"1,962.2 ","1,769.3 ",,
Massachusetts,2015,Murder,1.9 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2016,Murder,2.0 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2015,Rape,30.7 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2016,Rape,31.2 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2015,Robbery,77.6 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2016,Robbery,78.8 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2015,Assault,279.7 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2016,Assault,265.0 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2015,Burglary,321.7 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2016,Burglary,281.8 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2015,Larceny-theft,"1,248.1 ","2,078.3 ","1,938.1 ",,
Massachusetts,2016,Larceny-theft,"1,161.0 ","2,078.3 ","1,938.1 ",,
Massachusetts,2015,Motor vehicle theft,118.6 ,"2,078.3 ","1,938.1 ",,
Massachusetts,2016,Motor vehicle theft,118.3 ,"2,078.3 ","1,938.1 ",,
New Hampshire,2015,Murder,1.1 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2016,Murder,1.3 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2015,Rape,48.4 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2016,Rape,43.6 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2015,Robbery,35.7 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2016,Robbery,32.0 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2015,Assault,117.1 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2016,Assault,120.7 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2015,Burglary,261.8 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2016,Burglary,222.0 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2015,Larceny-theft,"1,434.2 ","1,965.6 ","1,710.6 ",,
New Hampshire,2016,Larceny-theft,"1,225.7 ","1,965.6 ","1,710.6 ",,
New Hampshire,2015,Motor vehicle theft,67.3 ,"1,965.6 ","1,710.6 ",,
New Hampshire,2016,Motor vehicle theft,65.3 ,"1,965.6 ","1,710.6 ",,
Rhode Island,2015,Murder,2.9 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2016,Murder,2.7 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2015,Rape,44.2 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2016,Rape,41.8 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2015,Robbery,51.8 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2016,Robbery,51.1 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2015,Assault,144.0 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2016,Assault,143.2 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2015,Burglary,373.1 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2016,Burglary,358.6 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2015,Larceny-theft,"1,393.9 ","2,141.2 ","2,137.5 ",,
Rhode Island,2016,Larceny-theft,"1,389.0 ","2,141.2 ","2,137.5 ",,
Rhode Island,2015,Motor vehicle theft,131.3 ,"2,141.2 ","2,137.5 ",,
Rhode Island,2016,Motor vehicle theft,151.1 ,"2,141.2 ","2,137.5 ",,
Vermont,2015,Murder,1.6 ,"1,567.1 ","1,855.7 ",,
Vermont,2016,Murder,2.2 ,"1,567.1 ","1,855.7 ",,
Vermont,2015,Rape,24.0 ,"1,567.1 ","1,855.7 ",,
Vermont,2016,Rape,28.5 ,"1,567.1 ","1,855.7 ",,
Vermont,2015,Robbery,16.8 ,"1,567.1 ","1,855.7 ",,
Vermont,2016,Robbery,17.0 ,"1,567.1 ","1,855.7 ",,
Vermont,2015,Assault,77.0 ,"1,567.1 ","1,855.7 ",,
Vermont,2016,Assault,110.6 ,"1,567.1 ","1,855.7 ",,
Vermont,2015,Burglary,324.9 ,"1,567.1 ","1,855.7 ",,
Vermont,2016,Burglary,336.7 ,"1,567.1 ","1,855.7 ",,
Vermont,2015,Larceny-theft,"1,091.5 ","1,567.1 ","1,855.7 ",,
Vermont,2016,Larceny-theft,"1,315.6 ","1,567.1 ","1,855.7 ",,
Vermont,2015,Motor vehicle theft,31.3 ,"1,567.1 ","1,855.7 ",,
Vermont,2016,Motor vehicle theft,45.1 ,"1,567.1 ","1,855.7 ",,
New Jersey,2015,Murder,4.1 ,"1,886.7 ","1,789.5 ",,
New Jersey,2016,Murder,4.2 ,"1,886.7 ","1,789.5 ",,
New Jersey,2015,Rape,15.4 ,"1,886.7 ","1,789.5 ",,
New Jersey,2016,Rape,16.2 ,"1,886.7 ","1,789.5 ",,
New Jersey,2015,Robbery,108.9 ,"1,886.7 ","1,789.5 ",,
New Jersey,2016,Robbery,100.4 ,"1,886.7 ","1,789.5 ",,
New Jersey,2015,Assault,127.7 ,"1,886.7 ","1,789.5 ",,
New Jersey,2016,Assault,124.2 ,"1,886.7 ","1,789.5 ",,
New Jersey,2015,Burglary,312.9 ,"1,886.7 ","1,789.5 ",,
New Jersey,2016,Burglary,282.7 ,"1,886.7 ","1,789.5 ",,
New Jersey,2015,Larceny-theft,"1,185.9 ","1,886.7 ","1,789.5 ",,
New Jersey,2016,Larceny-theft,"1,135.2 ","1,886.7 ","1,789.5 ",,
New Jersey,2015,Motor vehicle theft,131.8 ,"1,886.7 ","1,789.5 ",,
New Jersey,2016,Motor vehicle theft,126.6 ,"1,886.7 ","1,789.5 ",,
New York,2015,Murder,3.1 ,"1,986.8 ","1,921.8 ",,
New York,2016,Murder,3.2 ,"1,986.8 ","1,921.8 ",,
New York,2015,Rape,31.1 ,"1,986.8 ","1,921.8 ",,
New York,2016,Rape,31.7 ,"1,986.8 ","1,921.8 ",,
New York,2015,Robbery,120.9 ,"1,986.8 ","1,921.8 ",,
New York,2016,Robbery,113.0 ,"1,986.8 ","1,921.8 ",,
New York,2015,Assault,225.3 ,"1,986.8 ","1,921.8 ",,
New York,2016,Assault,228.3 ,"1,986.8 ","1,921.8 ",,
New York,2015,Burglary,223.4 ,"1,986.8 ","1,921.8 ",,
New York,2016,Burglary,201.7 ,"1,986.8 ","1,921.8 ",,
New York,2015,Larceny-theft,"1,305.7 ","1,986.8 ","1,921.8 ",,
New York,2016,Larceny-theft,"1,271.0 ","1,986.8 ","1,921.8 ",,
New York,2015,Motor vehicle theft,77.3 ,"1,986.8 ","1,921.8 ",,
New York,2016,Motor vehicle theft,72.9 ,"1,986.8 ","1,921.8 ",,
Pennsylvania,2015,Murder,5.2 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2016,Murder,5.2 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2015,Rape,33.6 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2016,Rape,34.7 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2015,Robbery,101.4 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2016,Robbery,96.4 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2015,Assault,175.3 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2016,Assault,180.1 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2015,Burglary,309.4 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2016,Burglary,277.8 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2015,Larceny-theft,"1,409.0 ","2,128.7 ","2,059.1 ",,
Pennsylvania,2016,Larceny-theft,"1,362.8 ","2,128.7 ","2,059.1 ",,
Pennsylvania,2015,Motor vehicle theft,94.8 ,"2,128.7 ","2,059.1 ",,
Pennsylvania,2016,Motor vehicle theft,102.1 ,"2,128.7 ","2,059.1 ",,
Illinois,2015,Murder,5.9 ,"2,389.0 ","2,485.3 ",,
Illinois,2016,Murder,8.2 ,"2,389.0 ","2,485.3 ",,
Illinois,2015,Rape,38.4 ,"2,389.0 ","2,485.3 ",,
Illinois,2016,Rape,38.3 ,"2,389.0 ","2,485.3 ",,
Illinois,2015,Robbery,117.3 ,"2,389.0 ","2,485.3 ",,
Illinois,2016,Robbery,139.3 ,"2,389.0 ","2,485.3 ",,
Illinois,2015,Assault,226.0 ,"2,389.0 ","2,485.3 ",,
Illinois,2016,Assault,250.5 ,"2,389.0 ","2,485.3 ",,
Illinois,2015,Burglary,364.9 ,"2,389.0 ","2,485.3 ",,
Illinois,2016,Burglary,374.9 ,"2,389.0 ","2,485.3 ",,
Illinois,2015,Larceny-theft,"1,498.7 ","2,389.0 ","2,485.3 ",,
Illinois,2016,Larceny-theft,"1,518.6 ","2,389.0 ","2,485.3 ",,
Illinois,2015,Motor vehicle theft,137.8 ,"2,389.0 ","2,485.3 ",,
Illinois,2016,Motor vehicle theft,155.5 ,"2,389.0 ","2,485.3 ",,
Indiana,2015,Murder,5.6 ,"2,983.0 ","2,994.1 ",,
Indiana,2016,Murder,6.6 ,"2,983.0 ","2,994.1 ",,
Indiana,2015,Rape,36.1 ,"2,983.0 ","2,994.1 ",,
Indiana,2016,Rape,37.7 ,"2,983.0 ","2,994.1 ",,
Indiana,2015,Robbery,107.1 ,"2,983.0 ","2,994.1 ",,
Indiana,2016,Robbery,110.5 ,"2,983.0 ","2,994.1 ",,
Indiana,2015,Assault,234.9 ,"2,983.0 ","2,994.1 ",,
Indiana,2016,Assault,249.9 ,"2,983.0 ","2,994.1 ",,
Indiana,2015,Burglary,520.3 ,"2,983.0 ","2,994.1 ",,
Indiana,2016,Burglary,514.0 ,"2,983.0 ","2,994.1 ",,
Indiana,2015,Larceny-theft,"1,874.3 ","2,983.0 ","2,994.1 ",,
Indiana,2016,Larceny-theft,"1,853.3 ","2,983.0 ","2,994.1 ",,
Indiana,2015,Motor vehicle theft,204.7 ,"2,983.0 ","2,994.1 ",,
Indiana,2016,Motor vehicle theft,222.1 ,"2,983.0 ","2,994.1 ",,
Michigan,2015,Murder,5.9 ,"2,348.3 ","2,368.8 ",,
Michigan,2016,Murder,6.0 ,"2,348.3 ","2,368.8 ",,
Michigan,2015,Rape,67.7 ,"2,348.3 ","2,368.8 ",,
Michigan,2016,Rape,71.8 ,"2,348.3 ","2,368.8 ",,
Michigan,2015,Robbery,78.8 ,"2,348.3 ","2,368.8 ",,
Michigan,2016,Robbery,71.7 ,"2,348.3 ","2,368.8 ",,
Michigan,2015,Assault,268.2 ,"2,348.3 ","2,368.8 ",,
Michigan,2016,Assault,309.5 ,"2,348.3 ","2,368.8 ",,
Michigan,2015,Burglary,407.1 ,"2,348.3 ","2,368.8 ",,
Michigan,2016,Burglary,398.5 ,"2,348.3 ","2,368.8 ",,
Michigan,2015,Larceny-theft,"1,331.1 ","2,348.3 ","2,368.8 ",,
Michigan,2016,Larceny-theft,"1,308.1 ","2,348.3 ","2,368.8 ",,
Michigan,2015,Motor vehicle theft,189.5 ,"2,348.3 ","2,368.8 ",,
Michigan,2016,Motor vehicle theft,203.2 ,"2,348.3 ","2,368.8 ",,
Ohio,2015,Murder,4.5 ,"2,913.5 ","2,877.7 ",,
Ohio,2016,Murder,5.6 ,"2,913.5 ","2,877.7 ",,
Ohio,2015,Rape,46.9 ,"2,913.5 ","2,877.7 ",,
Ohio,2016,Rape,48.1 ,"2,913.5 ","2,877.7 ",,
Ohio,2015,Robbery,108.7 ,"2,913.5 ","2,877.7 ",,
Ohio,2016,Robbery,107.8 ,"2,913.5 ","2,877.7 ",,
Ohio,2015,Assault,136.1 ,"2,913.5 ","2,877.7 ",,
Ohio,2016,Assault,138.7 ,"2,913.5 ","2,877.7 ",,
Ohio,2015,Burglary,603.1 ,"2,913.5 ","2,877.7 ",,
Ohio,2016,Burglary,575.9 ,"2,913.5 ","2,877.7 ",,
Ohio,2015,Larceny-theft,"1,864.3 ","2,913.5 ","2,877.7 ",,
Ohio,2016,Larceny-theft,"1,832.3 ","2,913.5 ","2,877.7 ",,
Ohio,2015,Motor vehicle theft,149.9 ,"2,913.5 ","2,877.7 ",,
Ohio,2016,Motor vehicle theft,169.3 ,"2,913.5 ","2,877.7 ",,
Wisconsin,2015,Murder,4.2 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2016,Murder,4.0 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2015,Rape,31.3 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2016,Rape,34.2 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2015,Robbery,90.7 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2016,Robbery,81.4 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2015,Assault,178.1 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2016,Assault,186.3 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2015,Burglary,339.8 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2016,Burglary,336.1 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2015,Larceny-theft,"1,448.9 ","2,283.7 ","2,239.1 ",,
Wisconsin,2016,Larceny-theft,"1,424.8 ","2,283.7 ","2,239.1 ",,
Wisconsin,2015,Motor vehicle theft,190.7 ,"2,283.7 ","2,239.1 ",,
Wisconsin,2016,Motor vehicle theft,172.3 ,"2,283.7 ","2,239.1 ",,
Iowa,2015,Murder,2.3 ,"2,348.0 ","2,376.8 ",,
Iowa,2016,Murder,2.3 ,"2,348.0 ","2,376.8 ",,
Iowa,2015,Rape,38.6 ,"2,348.0 ","2,376.8 ",,
Iowa,2016,Rape,39.8 ,"2,348.0 ","2,376.8 ",,
Iowa,2015,Robbery,33.6 ,"2,348.0 ","2,376.8 ",,
Iowa,2016,Robbery,36.6 ,"2,348.0 ","2,376.8 ",,
Iowa,2015,Assault,201.5 ,"2,348.0 ","2,376.8 ",,
Iowa,2016,Assault,212.0 ,"2,348.0 ","2,376.8 ",,
Iowa,2015,Burglary,479.7 ,"2,348.0 ","2,376.8 ",,
Iowa,2016,Burglary,479.5 ,"2,348.0 ","2,376.8 ",,
Iowa,2015,Larceny-theft,"1,451.9 ","2,348.0 ","2,376.8 ",,
Iowa,2016,Larceny-theft,"1,447.6 ","2,348.0 ","2,376.8 ",,
Iowa,2015,Motor vehicle theft,140.4 ,"2,348.0 ","2,376.8 ",,
Iowa,2016,Motor vehicle theft,159.0 ,"2,348.0 ","2,376.8 ",,
Kansas,2015,Murder,4.3 ,"3,149.2 ","3,076.0 ",,
Kansas,2016,Murder,3.8 ,"3,149.2 ","3,076.0 ",,
Kansas,2015,Rape,57.9 ,"3,149.2 ","3,076.0 ",,
Kansas,2016,Rape,45.1 ,"3,149.2 ","3,076.0 ",,
Kansas,2015,Robbery,62.7 ,"3,149.2 ","3,076.0 ",,
Kansas,2016,Robbery,57.5 ,"3,149.2 ","3,076.0 ",,
Kansas,2015,Assault,270.1 ,"3,149.2 ","3,076.0 ",,
Kansas,2016,Assault,274.0 ,"3,149.2 ","3,076.0 ",,
Kansas,2015,Burglary,537.3 ,"3,149.2 ","3,076.0 ",,
Kansas,2016,Burglary,494.1 ,"3,149.2 ","3,076.0 ",,
Kansas,2015,Larceny-theft,"1,975.9 ","3,149.2 ","3,076.0 ",,
Kansas,2016,Larceny-theft,"1,962.9 ","3,149.2 ","3,076.0 ",,
Kansas,2015,Motor vehicle theft,241.0 ,"3,149.2 ","3,076.0 ",,
Kansas,2016,Motor vehicle theft,238.6 ,"3,149.2 ","3,076.0 ",,
Minnesota,2015,Murder,2.4 ,"2,467.9 ","2,375.8 ",,
Minnesota,2016,Murder,1.8 ,"2,467.9 ","2,375.8 ",,
Minnesota,2015,Rape,42.3 ,"2,467.9 ","2,375.8 ",,
Minnesota,2016,Rape,42.5 ,"2,467.9 ","2,375.8 ",,
Minnesota,2015,Robbery,68.8 ,"2,467.9 ","2,375.8 ",,
Minnesota,2016,Robbery,67.5 ,"2,467.9 ","2,375.8 ",,
Minnesota,2015,Assault,129.4 ,"2,467.9 ","2,375.8 ",,
